nst,magError,magNst,longitude,gap,time,type,updated,id,place,latitude,mag,magSource,net,magType,horizontalError,status,depthError,locationSource,dmin,rms,depth
,0.1,29,17.4261,24,2016-02-14T14:51:29.620Z,earthquake,2016-02-14T22:54:04.695Z,us20005051,"10km WNW of Komin, Croatia",43.0844,4.5,us,us,mb,3.7,reviewed,1.9,us,1.501,0.99,10
,0.208,6,-98.7082,107,2016-02-14T14:30:09.180Z,earthquake,2016-02-14T22:32:49.393Z,us2000504x,"28km NW of Fairview, Oklahoma",36.4515,2.6,us,us,mb_lg,1.2,reviewed,2,us,0.247,0.58,5
18,0,12,-64.5289,284.4,2016-02-14T13:32:18.000Z,earthquake,2016-02-14T21:34:56.288Z,pr16045005,"90km N of Road Town, British Virgin Islands",19.2325,3.6,pr,pr,Md,2.9,reviewed,20.8,pr,0.81567028,0.33,29
,0.074,47,-97.7885,35,2016-02-14T12:35:44.010Z,earthquake,2016-02-17T02:38:42.236Z,us2000504e,"7km NW of Medford, Oklahoma",36.8595,2.9,us,us,mb_lg,1,reviewed,6.1,us,0.057,0.56,2.56
59,0.216,66,-119.3721667,83,2016-02-14T12:14:14.860Z,earthquake,2016-02-17T00:14:04.491Z,nc72591010,"20km NW of Bridgeport, California",38.4068333,2.8,nc,nc,md,0.19,reviewed,0.65,nc,0.07802,0.13,3.53
,0.046,122,-97.7151,19,2016-02-14T11:25:50.590Z,earthquake,2016-02-15T12:45:51.486Z,us20005043,"16km E of Waukomis, Oklahoma",36.2864,3.9,us,us,mb_lg,1.5,reviewed,7.3,us,0.307,0.53,3.15
16,0,10,-64.3585,295.2,2016-02-14T10:42:26.600Z,earthquake,2016-02-14T18:44:58.775Z,pr16045003,"103km NNE of Road Town, British Virgin Islands",19.3215,3.6,pr,pr,Md,3.8,reviewed,23.4,pr,0.93245126,0.37,33
,0.089,33,-98.7203,89,2016-02-14T10:41:54.450Z,earthquake,2016-02-14T18:44:31.307Z,us2000503t,"30km NW of Fairview, Oklahoma",36.459,2.8,us,us,mb_lg,1.9,reviewed,2,us,0.248,0.49,5
25,0.25,26,-155.2776642,34,2016-02-14T10:23:08.150Z,earthquake,2016-02-17T21:05:54.254Z,hv61177631,"4km WSW of Volcano, Hawaii",19.4116669,2.56,hv,hv,ml,0.2,reviewed,0.21,hv,0.003096,0.26,1.51
151,0.171,257,-117.1176667,15,2016-02-14T09:01:09.740Z,earthquake,2016-02-17T19:54:14.826Z,ci37523696,"10km NNE of Nuevo, California",33.8916667,3.43,ci,ci,ml,0.12,reviewed,0.3,ci,0.07203,0.21,13.61
8,0,3,-64.6727,288,2016-02-14T08:48:24.100Z,earthquake,2016-02-14T17:07:00.004Z,pr16045004,"64km N of Road Town, British Virgin Islands",18.9995,3,pr,pr,Md,3.6,reviewed,12.5,pr,0.5821083,0.18,32
14,,15,-153.8998,82.7999933760005,2016-02-14T08:46:03.000Z,earthquake,2016-02-15T19:06:23.549Z,ak12813564,"96km ENE of McGrath, Alaska",63.3596,3,ak,ak,ml,0.9,reviewed,0.7,ak,0.07545848,0.51,18.5
47,,26,-156.346,140.399988768001,2016-02-14T07:33:48.000Z,earthquake,2016-02-15T19:06:31.575Z,ak12813055,"99km NNW of Chirikof Island, Alaska",56.5458,4.4,ak,ak,ml,1.5,reviewed,2.4,ak,1.089656,0.78,66.7
,0.038,233,-171.8211,31,2016-02-14T07:10:45.400Z,earthquake,2016-02-14T15:13:55.851Z,us2000502w,"260km SE of Hihifo, Tonga",-17.3955,5.3,us,us,mb,6.9,reviewed,3.2,us,2.456,1.06,18.99
14,0,11,-67.8659,194.4,2016-02-14T05:17:41.000Z,earthquake,2016-02-14T13:20:13.099Z,pr16045002,"83km NE of Punta Cana, Dominican Republic",19.1397,3.4,pr,pr,Md,2.2,reviewed,2.8,pr,1.210929,0.28,93
,0.071,51,-98.5823,82,2016-02-14T04:13:33.820Z,earthquake,2016-02-14T15:53:46.282Z,us2000502d,"25km NNW of Fairview, Oklahoma",36.4824,3.6,us,us,mb_lg,2.4,reviewed,2,us,0.247,0.61,5
,,,-97.3722,60,2016-02-14T02:17:17.600Z,earthquake,2016-02-17T02:17:33.178Z,us20005021,"9km E of Edmond, Oklahoma",35.6582,2.5,tul,us,ml,1.1,reviewed,3.3,tul,,0.54,5.818
15,0,12,-67.4971,288,2016-02-14T02:05:47.300Z,earthquake,2016-02-14T10:08:14.718Z,pr16045000,"84km NNW of San Antonio, Puerto Rico",19.1581,3.5,pr,pr,Md,5,reviewed,7.7,pr,0.76895788,0.52,88
5,0,5,-67.6122,331.2,2016-02-14T01:54:43.400Z,earthquake,2016-02-14T09:57:20.490Z,pr16045001,"71km NW of San Antonio, Puerto Rico",18.9099,3,pr,pr,Md,2.1,reviewed,14.8,pr,0.88484055,0.23,32
,0.089,33,-98.7237,114,2016-02-14T01:11:17.430Z,earthquake,2016-02-14T05:34:54.919Z,us2000501t,"31km NW of Fairview, Oklahoma",36.479,2.8,us,us,mb_lg,3.5,reviewed,2,us,0.229,0.46,5
,0.053,92,-98.729,50,2016-02-14T00:32:16.190Z,earthquake,2016-02-14T05:32:58.070Z,us2000501f,"29km NW of Fairview, Oklahoma",36.4431,3.7,us,us,mb_lg,2.8,reviewed,2,us,0.228,0.52,5
,0.072,71,172.8427,88,2016-02-14T00:13:43.380Z,earthquake,2016-02-16T01:03:26.324Z,us20005019,"17km ENE of Christchurch, New Zealand",-43.5026,5.8,us,us,mb,4.2,reviewed,4,us,0.245,1.12,8.23
,0.082,39,-98.7448,68,2016-02-13T21:59:03.850Z,earthquake,2016-02-17T15:45:31.215Z,us2000500m,"33km NW of Fairview, Oklahoma",36.4865,2.8,us,us,mb_lg,2,reviewed,7.4,us,0.223,0.62,6.96
,0.159,10,89.1632,178,2016-02-13T21:37:54.620Z,earthquake,2016-02-17T01:55:42.567Z,us200050r7,"15km NNE of Samtse, Bhutan",27.0239,3.7,us,us,mb,10,reviewed,9.6,us,2.819,0.71,46.71
,0.066,59,-97.4977,39,2016-02-13T20:58:44.970Z,earthquake,2016-02-13T22:55:17.989Z,us20005008,"15km NNE of Crescent, Oklahoma",36.0709,3.1,us,us,mb_lg,1.3,reviewed,7.8,us,0.171,0.43,4.23
,0.06,73,-98.6993,56,2016-02-13T20:55:32.830Z,earthquake,2016-02-14T05:29:51.109Z,us20005007,"31km S of Alva, Oklahoma",36.5203,3.2,us,us,mb_lg,1.1,reviewed,4.9,us,0.187,0.26,7.45
,0.073,61,108.529,89,2016-02-13T20:45:37.360Z,earthquake,2016-02-14T04:48:22.168Z,us20005005,"189km S of Sindangsari, Indonesia",-9.5228,5.1,us,us,mb,7,reviewed,4.8,us,2.538,1.32,31.37
,0.037,235,111.9763,55,2016-02-13T20:31:47.960Z,earthquake,2016-02-14T04:34:18.556Z,us20005001,"17km ENE of Novyy Uoyan, Russia",56.1951,5,us,us,mb,8.6,reviewed,4.6,us,8.874,0.78,21.64
,0.077,44,-98.714,86,2016-02-13T20:18:06.090Z,earthquake,2016-02-13T22:53:13.109Z,us20004zzw,"28km NW of Fairview, Oklahoma",36.4387,3,us,us,mb_lg,1.8,reviewed,7.9,us,0.239,0.41,6.79
,0.095,36,125.2361,159,2016-02-13T20:14:34.050Z,earthquake,2016-02-14T04:17:05.557Z,us20004zzx,"5km E of Hingatungan, Philippines",10.5816,5.1,us,us,mb,11.1,reviewed,10.2,us,3.506,0.68,213.33
,0.063,74,126.4824,93,2016-02-13T19:59:17.790Z,earthquake,2016-02-14T04:01:44.305Z,us20004zzv,"108km ESE of Caburan, Philippines",5.4205,4.6,us,us,mb,5.3,reviewed,7,us,1.868,0.8,87.7
,0.066,67,71.4047,61,2016-02-13T19:40:21.130Z,earthquake,2016-02-14T03:42:56.961Z,us20004zzk,"11km WNW of Ashkasham, Afghanistan",36.7048,4.5,us,us,mb,6.2,reviewed,5.1,us,0.785,1.27,147.4
4,0,4,-66.4162,331.2,2016-02-13T18:33:06.800Z,earthquake,2016-02-14T02:35:37.698Z,pr16044003,"73km N of Brenas, Puerto Rico",19.1233,2.8,pr,pr,Md,4.2,reviewed,14,pr,0.83543321,0.34,42
,,,-98.6972,119,2016-02-13T18:21:20.100Z,earthquake,2016-02-14T01:58:57.864Z,us20004zyz,"32km S of Alva, Oklahoma",36.5176,3.8,tul,us,ml,2.8,reviewed,7.4,tul,,0.75,2.106
,,,-98.748,220,2016-02-13T18:11:32.100Z,earthquake,2016-02-14T02:14:03.481Z,us20004zyu,"32km NW of Fairview, Oklahoma",36.4616,2.7,tul,us,ml,2.1,reviewed,7.9,tul,,0.57,6.436
,0.228,5,-98.6882,103,2016-02-13T17:56:13.890Z,earthquake,2016-02-14T01:59:06.555Z,us20004zyq,"31km NW of Fairview, Oklahoma",36.4932,2.5,us,us,mb_lg,1.3,reviewed,1.9,us,0.215,0.73,5
,0.061,70,-98.6585,42,2016-02-13T17:44:19.020Z,earthquake,2016-02-13T22:12:45.734Z,us20004zyk,"31km NNW of Fairview, Oklahoma",36.5133,3.1,us,us,mb_lg,2.9,reviewed,3.9,us,0.198,0.86,11.73
,0.136,14,-98.7267,54,2016-02-13T17:41:06.810Z,earthquake,2016-02-14T07:14:28.501Z,us20004zyi,"32km NW of Fairview, Oklahoma",36.4797,2.5,us,us,mb_lg,2.2,reviewed,2,us,0.228,0.86,5
,,,-97.789,56,2016-02-13T17:25:52.500Z,earthquake,2016-02-14T11:57:45.203Z,us20004zz7,"9km NNW of Medford, Oklahoma",36.8766,3.1,tul,us,ml,1.2,reviewed,5.9,tul,,0.89,2.55
,0.068,56,-98.6948,51,2016-02-13T17:17:39.460Z,earthquake,2016-02-14T05:52:46.917Z,us20004zyf,"29km NW of Fairview, Oklahoma",36.4659,3.9,us,us,mb_lg,1.5,reviewed,2,us,0.242,0.62,5
,,,-98.7257,17,2016-02-13T17:07:06.000Z,earthquake,2016-02-18T03:37:24.678Z,us20004zy8,"32km NW of Fairview, Oklahoma",36.4846,5.1,us,us,mww,3,reviewed,3.7,us,0.223,1.22,8.27
,0.07,27,-98.7055,79,2016-02-13T17:06:04.880Z,earthquake,2016-02-16T22:45:24.135Z,us20004zy7,"29km NW of Fairview, Oklahoma",36.4608,2.5,us,us,ml,3.4,reviewed,8,us,0.246,0.43,4.65
10,,5,-173.2808,208.799983296001,2016-02-13T16:45:26.000Z,earthquake,2016-02-15T19:06:16.025Z,ak12807201,"79km SE of Atka, Alaska",51.7629,3,ak,ak,ml,5.8,reviewed,3,ak,0.7141607,0.64,41.5
96,0.199,72,-122.5255,75,2016-02-13T11:02:21.450Z,earthquake,2016-02-17T20:10:05.728Z,nc72590220,"4km NNE of Kenwood, California",38.4485,2.65,nc,nc,md,0.16,reviewed,0.36,nc,0.06416,0.14,8.02
38,0.149,19,-155.0336667,158,2016-02-13T10:30:06.990Z,earthquake,2016-02-17T01:44:47.302Z,hv61176756,"13km SSE of Fern Acres, Hawaii",19.3976667,2.64,hv,hv,ml,0.53,reviewed,1,hv,0.03938,0.1,3.328
,0.093,30,-96.7393,73,2016-02-13T10:01:32.400Z,earthquake,2016-02-14T01:54:05.403Z,us20004zxb,"9km SE of Pawnee, Oklahoma",36.2699,2.6,us,us,mb_lg,1.4,reviewed,6.3,us,0.101,0.33,5.38
16,0,12,-67.4794,288,2016-02-13T07:49:47.100Z,earthquake,2016-02-13T15:52:30.496Z,pr16044000,"96km NNW of San Antonio, Puerto Rico",19.2877,4,pr,pr,Md,3.1,reviewed,9.4,pr,0.8875355,0.43,61
10,,3,-179.3006,316.799974656002,2016-02-13T06:37:37.000Z,earthquake,2016-02-15T19:06:27.065Z,ak12805325,"23km SW of Amatignak Island, Alaska",51.0917,2.6,ak,ak,ml,6,reviewed,9.4,ak,0.7393135,0.78,50
8,0.34,5,-119.591,77.17,2016-02-13T05:26:14.405Z,earthquake,2016-02-13T13:28:51.827Z,nn00531304,"71km ESE of Lakeview, Oregon",41.8839,3.2,nn,nn,ml,4.61,reviewed,4.1,nn,0.166,0.1927,9.3
13,,3,-179.5868,327.599973792002,2016-02-13T04:54:14.000Z,earthquake,2016-02-15T19:06:42.416Z,ak12804711,"46km SW of Amatignak Island, Alaska",50.9767,2.9,ak,ak,ml,3.6,reviewed,4,ak,0.9216715,0.33,25.6
,0.036,256,-70.9129,128,2016-02-13T03:46:45.910Z,earthquake,2016-02-13T19:18:24.000Z,us20004zwj,"10km NW of Torata, Peru",-17.0108,5.2,us,us,mb,7.5,reviewed,6.8,us,1.458,1.62,114.36
73,0.261,65,-122.7566667,42,2016-02-13T02:23:19.970Z,earthquake,2016-02-16T23:18:08.590Z,nc72590010,"1km N of The Geysers, California",38.792,2.77,nc,nc,md,0.09,reviewed,0.19,nc,0.01787,0.06,1.04
34,0.203,85,-119.6751667,52,2016-02-13T02:19:28.050Z,earthquake,2016-02-16T23:41:51.884Z,ci37523376,"24km SW of Alpaugh, California",35.7325,3.11,ci,ci,ml,0.38,reviewed,1.05,ci,0.263,0.26,24.7
,0.051,116,123.7902,44,2016-02-13T00:59:21.680Z,earthquake,2016-02-13T09:02:05.753Z,us20004zvx,"26km WSW of Gadung, Philippines",6.7455,4.7,us,us,mb,8.5,reviewed,6.5,us,1.805,0.64,581.42
,0.128,17,145.8602,203,2016-02-12T23:05:23.580Z,earthquake,2016-02-13T11:58:43.080Z,us20004zve,"54km N of Madang, Papua New Guinea",-4.7355,4.2,us,us,mb,15.4,reviewed,15.5,us,4.814,0.78,57.27
,0.047,43,-70.2961,155,2016-02-12T22:32:04.170Z,earthquake,2016-02-13T21:13:30.339Z,us20004zv5,"37km NNW of Iquique, Chile",-19.9191,4.5,us,us,mwr,4.2,reviewed,6.7,us,0.382,1.18,63.64
,0.084,46,162.7673,84,2016-02-12T20:56:50.050Z,earthquake,2016-02-13T20:43:42.040Z,us20004zu2,"132km SE of Kirakira, Solomon Islands",-11.3156,5.1,us,us,mb,9.1,reviewed,3.7,us,3.342,1.21,9.2
,0.095,33,122.9825,48,2016-02-12T20:41:09.740Z,earthquake,2016-02-13T04:43:53.446Z,us20004zts,"65km NNE of Palue, Indonesia",-7.9493,4.6,us,us,mb,8.2,reviewed,7.1,us,1.004,1.29,248.26
,0.208,6,-96.9693,59,2016-02-12T20:37:49.430Z,earthquake,2016-02-16T23:31:47.939Z,us20004ztr,"11km NE of Stillwater, Oklahoma",36.1861,2.6,us,us,mb_lg,1.5,reviewed,2.6,us,0.143,0.37,13.45
,0.181,8,-164.1512,206,2016-02-12T20:03:29.000Z,earthquake,2016-02-13T16:42:53.383Z,us20004ztg,"147km SE of Akutan, Alaska",53.2215,3.9,us,us,mb,5.6,reviewed,11.5,us,1.329,1.38,23.9
44,0.115,27,-155.0523333,179,2016-02-12T19:23:05.800Z,earthquake,2016-02-15T04:31:58.593Z,hv61176206,"18km S of Fern Acres, Hawaii",19.3513333,4.1,hv,hv,ml,0.42,reviewed,0.43,hv,0.05519,0.09,8.248
,0.049,135,164.072,87,2016-02-12T19:19:31.510Z,earthquake,2016-02-13T16:16:22.232Z,us20004zt7,"200km WSW of Lata, Solomon Islands",-11.2148,5.1,us,us,mb,8.6,reviewed,7.4,us,4.425,0.86,35.78
,,,-97.2938,49,2016-02-12T18:45:22.800Z,earthquake,2016-02-13T15:11:31.174Z,us20004zsq,"18km S of Tonkawa, Oklahoma",36.5142,2.6,tul,us,ml,1.4,reviewed,7.5,tul,,0.63,4.656
,0.059,89,123.3898,37,2016-02-12T18:11:44.830Z,earthquake,2016-02-13T15:04:13.474Z,us20004zsk,"60km NE of Yonakuni, Japan",24.8811,4.8,us,us,mb,6.9,reviewed,3.8,us,0.537,0.82,29.59
49,0.163,22,-155.2083333,57,2016-02-12T15:56:30.230Z,earthquake,2016-02-16T19:39:23.534Z,hv61176016,"7km SSE of Volcano, Hawaii",19.3663333,2.9,hv,hv,ml,0.18,reviewed,0.22,hv,0.01003,0.07,3.146
12,,3,179.5284,331.199973504002,2016-02-12T15:25:02.000Z,earthquake,2016-02-15T18:42:23.462Z,ak12801928,"147km SW of Amatignak Island, Alaska",50.252,3.3,ak,ak,ml,17.9,reviewed,11.5,ak,1.830767,0.52,8.8
,0.09,38,146.7455,46,2016-02-12T15:19:01.890Z,earthquake,2016-02-12T23:21:41.434Z,us20004zqm,"73km NNW of Lae, Papua New Guinea",-6.1042,4.8,us,us,mb,6.4,reviewed,7.7,us,3.304,0.82,57.03
,0.049,132,-173.8165,54,2016-02-12T14:09:20.440Z,earthquake,2016-02-12T22:11:57.627Z,us20004zq7,"66km S of Hihifo, Tonga",-16.5514,4.9,us,us,mb,8,reviewed,4.9,us,3.282,0.9,13.17
,0.084,40,-62.9428,86,2016-02-12T12:59:34.830Z,earthquake,2016-02-12T21:02:01.932Z,us20004zq2,"11km WNW of Sandy Point Town, Saint Kitts and Nevis",17.3761,4.3,us,us,mb,7.6,reviewed,7.3,us,0.121,0.88,129.05
,0.082,44,127.5359,68,2016-02-12T12:59:31.190Z,earthquake,2016-02-13T07:42:30.766Z,us20004zq1,"70km NW of Nago, Japan",27.084,4.5,us,us,mb,3.5,reviewed,8.3,us,0.702,0.83,90.82
5,0,5,-67.614,316.8,2016-02-12T12:57:42.100Z,earthquake,2016-02-12T21:00:42.260Z,pr16043004,"69km NW of San Antonio, Puerto Rico",18.8899,2.9,pr,pr,Md,1.9,reviewed,1.7,pr,0.51832792,0.18,8
88,,75,-152.812,79.1999936640005,2016-02-12T12:30:16.000Z,earthquake,2016-02-15T18:44:32.204Z,ak12800969,"52km S of Redoubt Volcano, Alaska",60.0142,3,ak,ak,ml,0.3,reviewed,0.3,ak,0.1158827,0.64,92.7
5,0,4,-63.8395,324,2016-02-12T10:16:25.500Z,earthquake,2016-02-12T18:18:57.765Z,pr16043003,"63km W of The Bottom, Bonaire, Saint Eustatius and Saba ",17.5287,3,pr,pr,Md,5.5,reviewed,15.6,pr,1.15074188,0.18,53
,,,119.4511,49,2016-02-12T10:02:23.650Z,earthquake,2016-02-14T08:28:09.133Z,us20004zp9,"2km S of Lahihagalang, Indonesia",-9.7443,6.3,us,us,mww,6.3,reviewed,1.8,us,2.963,1.36,28
26,0.187,317,-117.278,265,2016-02-12T08:10:26.480Z,earthquake,2016-02-12T21:59:52.398Z,ci37523184,"47km SW of Primo Tapia, B.C., MX",31.9258333,3.55,ci,ci,mlr,0.81,reviewed,31.61,ci,0.5251,0.32,5.67
,0.141,15,-72.5505,150,2016-02-12T06:50:29.820Z,earthquake,2016-02-13T04:04:32.448Z,us20004znt,"33km NNE of Camana, Peru",-16.362,4.6,us,us,mb,3.5,reviewed,11.9,us,2.905,0.85,58.54
30,0.182,25,-124.6518333,235,2016-02-12T06:28:18.170Z,earthquake,2016-02-12T23:19:06.093Z,nc72589715,"42km SW of Ferndale, California",40.34,2.57,nc,nc,md,0.59,reviewed,1.36,nc,0.2756,0.1,24.53
16,0,16,-68.0964,324,2016-02-12T04:01:29.000Z,earthquake,2016-02-12T12:04:09.569Z,pr16043001,"64km ESE of Boca de Yuma, Dominican Republic",18.0576,3.3,pr,pr,Md,2.4,reviewed,1.3,pr,0.66924489,0.3,83
3,0,3,-64.9831,313.2,2016-02-12T01:10:31.300Z,earthquake,2016-02-12T09:13:00.687Z,pr16043000,"46km N of Charlotte Amalie, U.S. Virgin Islands",18.7632,2.6,pr,pr,Md,1.9,reviewed,1.9,pr,0.41053008,0.23,8
,0.124,17,-97.0475,41,2016-02-12T00:33:47.540Z,earthquake,2016-02-13T17:51:59.577Z,us20004zmn,"6km N of Stillwater, Oklahoma",36.1695,2.6,us,us,mb_lg,0.5,reviewed,6.8,us,0.153,0.55,5.44
,0.054,108,152.4489,80,2016-02-11T23:46:34.200Z,earthquake,2016-02-12T07:49:39.840Z,us20004zma,"62km SSE of Kokopo, Papua New Guinea",-4.8858,5,us,us,mb,4.8,reviewed,7.4,us,0.746,0.99,50.3
,0.142,13,-97.3499,55,2016-02-11T22:35:11.770Z,earthquake,2016-02-11T23:13:26.551Z,us20004zlc,"10km NNW of Perry, Oklahoma",36.3684,2.5,us,us,mb_lg,0.8,reviewed,7.4,us,0.365,0.51,1.73
,0.07,57,179.1214,225,2016-02-11T22:08:23.110Z,earthquake,2016-02-15T18:43:05.255Z,us20004zl6,"152km SW of Amatignak Island, Alaska",50.4692,4.2,us,us,mb,10.6,reviewed,3.7,us,2.723,0.73,33.7
,0.089,37,126.9215,117,2016-02-11T21:20:27.880Z,earthquake,2016-02-12T05:23:08.073Z,us20004zkt,"51km NE of Kinablangan, Philippines",7.9801,4.5,us,us,mb,5.5,reviewed,7.9,us,1.609,1.13,81.81
,0.067,66,-68.7035,42,2016-02-11T20:04:09.460Z,earthquake,2016-02-12T07:36:31.644Z,us20004zk3,"22km NW of Albardon, Argentina",-31.2981,4.5,us,us,mb,7.4,reviewed,6.4,us,0.247,0.84,114
,0.095,29,-98.7088,88,2016-02-11T19:49:13.620Z,earthquake,2016-02-11T20:06:53.563Z,us20004zjw,"30km NW of Fairview, Oklahoma",36.4726,2.8,us,us,mb_lg,3.9,reviewed,2,us,0.235,0.51,5
,0.076,45,-98.7151,43,2016-02-11T18:32:59.030Z,earthquake,2016-02-12T02:35:38.745Z,us20004zjf,"30km NW of Fairview, Oklahoma",36.4727,2.9,us,us,mb_lg,2.9,reviewed,2.2,us,0.235,0.48,5.03
31,,29,-154.7005,208.799983296001,2016-02-11T18:28:45.000Z,earthquake,2016-02-15T18:53:07.048Z,ak12798640,"95km WSW of New Allakaket, Alaska",66.298,2.5,ak,ak,ml,0.8,reviewed,0.5,ak,0.49587,0.65,2.8
22,,3,179.2164,244.799980416002,2016-02-11T17:41:58.000Z,earthquake,2016-02-15T18:46:38.429Z,ak12798631,"158km SW of Amatignak Island, Alaska",50.3095,4.2,ak,ak,ml,16.1,reviewed,33.2,ak,1.900835,0.79,65.1
,0.064,81,-13.7383,120,2016-02-11T17:00:32.920Z,earthquake,2016-02-12T01:03:01.643Z,us20004zj3,Southern Mid-Atlantic Ridge,-25.6731,5.2,us,us,mb,12.8,reviewed,4.2,us,28.964,1.01,10.99
,0.062,81,-173.3595,80,2016-02-11T13:47:13.780Z,earthquake,2016-02-11T21:49:44.303Z,us20004zhi,"117km SSE of Hihifo, Tonga",-16.938,4.8,us,us,mb,9.2,reviewed,7.4,us,3.375,1,47.64
,0.208,6,-99.0251,233,2016-02-11T13:18:24.410Z,earthquake,2016-02-11T13:40:28.007Z,us20004zh7,"18km ENE of Mooreland, Oklahoma",36.5218,2.6,us,us,mb_lg,2.2,reviewed,2,us,0.143,0.62,5
,0.083,46,82.7538,74,2016-02-11T13:10:58.340Z,earthquake,2016-02-11T21:13:38.588Z,us20004zh6,"129km ESE of Yining Xian, China",43.4902,4.9,us,us,mb,8.2,reviewed,4.4,us,3.319,0.77,18.61
12,,8,178.5059,241.199980704002,2016-02-11T09:42:14.000Z,earthquake,2016-02-15T18:43:50.931Z,ak12797716,"154km S of Little Sitkin Island, Alaska",50.5556,3.1,ak,ak,ml,13.4,reviewed,8.3,ak,2.053549,0.64,139.5
,0.097,33,-73.032,42,2016-02-11T07:14:36.810Z,earthquake,2016-02-11T15:17:13.050Z,us20004zge,"10km N of Aratoca, Colombia",6.7887,4.8,us,us,mb,5.3,reviewed,8.2,us,1.469,1.34,165.02
,0.1,31,-82.7302,82,2016-02-11T07:02:23.370Z,earthquake,2016-02-11T15:05:06.142Z,us20004zgd,South of Panama,3.9596,4.8,us,us,mb,3.1,reviewed,1.9,us,4.46,1.13,10
16,0,15,-67.9685,320.4,2016-02-11T06:20:37.000Z,earthquake,2016-02-11T14:23:18.012Z,pr16042001,"68km NE of Punta Cana, Dominican Republic",19.0422,3.2,pr,pr,Md,2.3,reviewed,26.5,pr,0.80219555,0.43,26
,0.085,18,-70.5526,95,2016-02-11T06:13:09.380Z,earthquake,2016-02-11T23:09:33.994Z,us20004zg9,"22km NW of Phillips, Maine",44.9567,2.5,us,us,ml,1.4,reviewed,7.2,us,0.262,0.3,6.47
15,0,13,-68.6818,342,2016-02-11T06:05:17.400Z,earthquake,2016-02-11T14:07:58.903Z,pr16042000,"9km SW of Boca de Yuma, Dominican Republic",18.3285,3.7,pr,pr,Md,3.9,reviewed,2,pr,1.14355536,0.27,142
11,0,4,-68.416,338.4,2016-02-11T05:27:11.400Z,earthquake,2016-02-11T13:29:44.110Z,pr16042003,"24km SE of Boca de Yuma, Dominican Republic",18.252,3.3,pr,pr,Md,5.9,reviewed,3.5,pr,1.2576414,0.36,119
105,,91,-153.3024,61.1999951040004,2016-02-11T03:40:20.000Z,earthquake,2016-02-15T18:41:17.815Z,ak12797257,"83km W of Anchor Point, Alaska",59.6732,3.6,ak,ak,ml,0.3,reviewed,0.4,ak,0.0413225,0.63,112.2
,,,-68.095,,2016-02-11T02:54:59.000Z,earthquake,2016-02-12T06:34:53.673Z,us20004znm,"40km NNE of Edmundston, Canada",47.705,2.5,ott,us,mb_lg,2.2,reviewed,2,ott,,0.95,18
18,,11,-165.0881,226.799981856001,2016-02-11T02:35:39.000Z,earthquake,2016-02-15T18:40:57.122Z,ak12797028,"92km SSE of Akutan, Alaska",53.4068,3.9,ak,ak,ml,1.4,reviewed,1.2,ak,0.7887208,0.63,36.7
,0.105,27,119.1527,84,2016-02-11T00:05:43.880Z,earthquake,2016-02-11T08:08:15.162Z,us20004zen,"51km SSW of Bogorawatu, Indonesia",-10.1862,4.5,us,us,mb,6.9,reviewed,8.5,us,3.411,0.59,36.71
,0.114,22,72.774,75,2016-02-10T23:52:39.080Z,earthquake,2016-02-11T16:28:43.714Z,us20004zel,"11km NNE of Bazar-Korgon, Kyrgyzstan",41.1344,4.4,us,us,mb,4.9,reviewed,1.9,us,1.976,0.88,10
,0.119,20,-73.0955,80,2016-02-10T23:41:43.000Z,earthquake,2016-02-11T07:44:17.807Z,us20004zeh,"13km SSW of Piedecuesta, Colombia",6.8762,4.3,us,us,mb,7.5,reviewed,8.6,us,1.373,1.38,154.8
37,0.265,20,-155.6121667,77,2016-02-10T22:08:02.060Z,earthquake,2016-02-11T06:10:39.496Z,hv61174906,"26km E of Honaunau-Napoopoo, Hawaii",19.4193333,2.74,hv,hv,ml,0.27,reviewed,0.45,hv,0.02201,0.17,2.322
,0.071,63,-174.56,89,2016-02-10T21:30:20.300Z,earthquake,2016-02-11T05:32:47.935Z,us20004zdp,"70km SSW of Pangai, Tonga",-20.4013,5,us,us,mb,10.3,reviewed,6.9,us,4.558,1.33,41.09
,0.079,42,-97.8908,36,2016-02-10T20:57:35.680Z,earthquake,2016-02-13T19:41:23.547Z,us20004zdc,"17km SE of Anthony, Kansas",37.0461,3,us,us,mb_lg,5,reviewed,2,us,0.1,0.42,5
35,0.155,21,-155.611,75,2016-02-10T19:53:29.040Z,earthquake,2016-02-11T03:56:13.035Z,hv61174796,"26km E of Honaunau-Napoopoo, Hawaii",19.4288333,3.25,hv,hv,ml,0.27,reviewed,0.43,hv,0.02417,0.13,2.862
,0.152,12,70.8019,79,2016-02-10T19:15:18.560Z,earthquake,2016-02-11T03:17:55.170Z,us20004zcs,"34km S of Jarm, Afghanistan",36.5531,4.2,us,us,mb,7.5,reviewed,8.7,us,0.599,1,188.78
,0.074,58,161.5868,89,2016-02-10T19:11:48.190Z,earthquake,2016-02-11T03:14:33.164Z,us20004zcq,"47km NW of Kirakira, Solomon Islands",-10.1831,5,us,us,mb,9.6,reviewed,8.4,us,1.776,0.6,67.33
,0.118,20,128.0738,54,2016-02-10T18:32:08.470Z,earthquake,2016-02-11T02:34:46.944Z,us20004zcl,"293km ENE of Dili, East Timor",-7.6476,4.2,us,us,mb,9,reviewed,10.8,us,3.212,0.6,157.36
